Date,DIS Close Price,NFLX Close Price
02-10-02,16.25,8.1
03-10-02,16,7.251
04-10-02,15.05,6.563
07-10-02,14.14,5.77
08-10-02,14.65,5.67
09-10-02,14.2,5.22
10-10-02,15.22,7.09
11-10-02,16,6.59
14-10-02,16.08,7.48
15-10-02,16.75,7.7
16-10-02,16.4,6.43
17-10-02,16.75,7.7
18-10-02,16.75,9.56
21-10-02,17.38,8.91
22-10-02,17.11,8.759
23-10-02,17.8,8.25
24-10-02,17.4,8.11
25-10-02,17.98,9
28-10-02,17.38,9.6
29-10-02,16.75,9.2
30-10-02,16.83,8.98
31-10-02,16.7,8.971
01-11-02,17.03,8.94
04-11-02,18.05,9.4
05-11-02,18.63,9.12
06-11-02,18.86,8.81
07-11-02,18.26,8.3
08-11-02,17.68,8.55
11-11-02,17.37,8.41
12-11-02,17.55,8.09
13-11-02,17.9,8.98
14-11-02,18.12,8.66
15-11-02,18.53,9.1
18-11-02,18.31,10.9
19-11-02,18.18,9.3
20-11-02,18.55,10.04
21-11-02,19.55,11
22-11-02,19.53,11.01
25-11-02,19.64,11.1
26-11-02,19.01,10.49
27-11-02,19.89,10.52
29-11-02,19.82,10.85
02-12-02,19.39,10.66
03-12-02,18.54,10.79
04-12-02,17.68,9.949
05-12-02,17.64,11
06-12-02,17.17,10.95
09-12-02,16.85,11.19
10-12-02,17.04,12.2
11-12-02,16.86,12.56
12-12-02,16.87,12.61
13-12-02,16.52,12.5
16-12-02,16.88,12.79
17-12-02,17.03,12.69
18-12-02,16.53,11
19-12-02,16.2,10.8
20-12-02,16.46,10.7
23-12-02,16.63,10.25
24-12-02,16.41,9.9
26-12-02,16.56,9.75
27-12-02,16.01,9.67
30-12-02,16.04,9.99
31-12-02,16.31,11.01
02-01-03,17.26,11.45
03-01-03,17.36,10.82
06-01-03,18.25,11.1
07-01-03,18.05,10.97
08-01-03,17.68,11.41
09-01-03,18.08,11.74
10-01-03,18.15,12.42
13-01-03,18.3,12.14
14-01-03,18.47,12.04
15-01-03,17.99,12.2
16-01-03,18.05,12
17-01-03,17.8,11.44
21-01-03,17.15,11.4
22-01-03,17.32,11.6
23-01-03,17.68,12.19
24-01-03,17.1,12.33
27-01-03,16.75,12.28
28-01-03,16.85,12.55
29-01-03,16.85,12.55
30-01-03,16.35,12.63
31-01-03,17.5,13.2
03-02-03,17.45,12.8
04-02-03,16.9,12.3
05-02-03,16.9,11.94
06-02-03,17,11.65
07-02-03,16.35,12.18
10-02-03,16.46,12.47
11-02-03,16.48,12.98
12-02-03,16.3,13.28
13-02-03,16.13,13.22
14-02-03,16.73,14.24
18-02-03,17.3,14.66
19-02-03,16.85,15.14
20-02-03,16.85,15.38
21-02-03,17.02,14.9
24-02-03,16.61,14.04
25-02-03,16.76,14.65
26-02-03,16.67,14.55
27-02-03,16.5,16.5
28-02-03,17.06,17.11
03-03-03,16.8,15.96
04-03-03,16.05,16.35
05-03-03,15.94,16.15
06-03-03,15.66,16.3
07-03-03,15.72,16.09
10-03-03,15.18,15.73
11-03-03,15.02,15.5
12-03-03,15.18,15.06
13-03-03,16.2,16.25
14-03-03,16.42,16.55
17-03-03,17.01,18
18-03-03,16.58,18.75
19-03-03,16.97,19.24
20-03-03,17.14,18.83
21-03-03,18.74,18.55
24-03-03,17.4,18
25-03-03,17.69,19.25
26-03-03,17.63,20.6
27-03-03,17.58,21.73
28-03-03,17.69,21.06
31-03-03,17.02,20.35
01-04-03,17.11,18.96
02-04-03,17.98,19.84
03-04-03,17.65,20
04-04-03,17.44,19.55
07-04-03,17.74,19.95
08-04-03,17.13,20.18
09-04-03,17.1,20.4
10-04-03,17.34,21.02
11-04-03,17.84,20.77
14-04-03,18.2,20.2
15-04-03,18.31,20.15
16-04-03,17.99,20.571
17-04-03,18.4,21.96
21-04-03,18.45,24.63
22-04-03,18.87,22.97
23-04-03,19.24,20.72
24-04-03,18.65,22.02
25-04-03,18.16,21.15
28-04-03,18.45,22.16
29-04-03,18.33,22.8
30-04-03,18.66,22.8
01-05-03,18.72,22.5
02-05-03,18.89,22.631
05-05-03,18.49,23.37
06-05-03,18.46,23.22
07-05-03,18.36,23.635
08-05-03,18.17,22.88
09-05-03,18.66,22.62
12-05-03,19.04,23.53
13-05-03,18.5,25.15
14-05-03,18.3,24.48
15-05-03,18.46,24.46
16-05-03,18.44,23.79
19-05-03,17.82,20.79
20-05-03,17.85,21.75
21-05-03,17.88,21.19
22-05-03,18.12,22.59
23-05-03,18.24,22.12
27-05-03,18.87,22.69
28-05-03,19.44,22.6
29-05-03,19.28,22.8
30-05-03,19.65,22.45
02-06-03,20.07,23.3
03-06-03,19.76,23.861
04-06-03,20.73,24.4
05-06-03,20.94,25.41
06-06-03,21.28,23.61
09-06-03,20.32,23.001
10-06-03,20.62,22.7
11-06-03,20.8,22.45
12-06-03,20.8,21.92
13-06-03,20.35,19.2
16-06-03,20.67,21.75
17-06-03,21.14,21.21
18-06-03,20.61,21.46
19-06-03,20.09,21.97
20-06-03,20.33,21.7
23-06-03,19.86,21.5
24-06-03,19.63,22.85
25-06-03,19.11,23.12
26-06-03,19.4,24.88
27-06-03,19.34,24.9
30-06-03,19.75,25.55
01-07-03,19.89,24.75
02-07-03,20.21,27.16
03-07-03,20.07,27.75
07-07-03,20.58,26.8
08-07-03,20.6,27.43
09-07-03,20.92,27.56
10-07-03,20.56,26.91
11-07-03,20.84,26.49
14-07-03,21.31,28.14
15-07-03,21.35,26.38
16-07-03,21.05,25.48
17-07-03,20.82,25.28
18-07-03,21.01,24.15
21-07-03,20.41,23.53
22-07-03,20.82,24.7
23-07-03,20.61,26.67
24-07-03,20.85,26.4
25-07-03,21.29,27.02
28-07-03,21.91,26.62
29-07-03,22.05,26.69
30-07-03,21.69,25.955
31-07-03,21.92,26.2
01-08-03,22.52,24.95
04-08-03,22.11,24.95
05-08-03,21.55,24.31
06-08-03,21.41,23.36
07-08-03,21.65,23.09
08-08-03,21.84,23.49
11-08-03,22.05,24.82
12-08-03,22.45,24.87
13-08-03,22.5,24.22
14-08-03,22.56,24.94
15-08-03,22.45,24.99
18-08-03,22.4,24.85
19-08-03,22.23,25.84
20-08-03,21.98,27.72
21-08-03,21.6,28.83
22-08-03,21.41,28.8
25-08-03,21.25,28.07
26-08-03,20.85,29.79
27-08-03,20.72,32.37
28-08-03,20.3,31.64
29-08-03,20.5,33.33
02-09-03,20.95,33.65
03-09-03,21.32,33.3
04-09-03,21.46,33.49
05-09-03,21.19,34.55
08-09-03,21.36,34.72
09-09-03,21.18,35.51
10-09-03,20.6,33.91
11-09-03,20.68,32.87
12-09-03,20.24,34.57
15-09-03,20.1,35.51
16-09-03,20.44,35.9
17-09-03,20.27,35.75
18-09-03,20.45,36.54
19-09-03,20.48,37
22-09-03,20.01,38.79
23-09-03,20.2,39.13
24-09-03,19.81,38
25-09-03,20.31,34.81
26-09-03,20.08,33.49
29-09-03,20.28,33.48
30-09-03,20.17,33.56
01-10-03,20.83,34.51
02-10-03,20.94,40.97
03-10-03,21.28,40.15
06-10-03,21.19,41.36
07-10-03,21.56,44.05
08-10-03,21.46,43
09-10-03,21.88,43.07
10-10-03,21.66,44.65
13-10-03,21.5,46.83
14-10-03,21.95,47.22
15-10-03,21.75,44.7
16-10-03,21.9,51.85
17-10-03,21.58,52.13
20-10-03,21.55,54.741
21-10-03,21.79,54.5
22-10-03,21.62,52.45
23-10-03,21.85,52.13
24-10-03,21.8,51.99
27-10-03,22.14,53.749
28-10-03,22.54,56.48
29-10-03,22.77,59.06
30-10-03,22.88,58.41
31-10-03,22.64,57.22
03-11-03,22.92,58.45
04-11-03,22.75,59.6
05-11-03,23.02,58.72
06-11-03,23.4,50.83
07-11-03,23.4,46.88
10-11-03,23.15,46.6
11-11-03,23.12,47.03
12-11-03,23.34,50.239
13-11-03,23.32,48.5
14-11-03,23.07,46.77
17-11-03,23.03,44.6
18-11-03,22.52,46.57
19-11-03,22.79,46.44
20-11-03,22.68,45.56
21-11-03,22.58,45.65
24-11-03,22.83,46.8
25-11-03,22.99,48.01
26-11-03,23.08,48.31
28-11-03,23.09,49
01-12-03,23.17,50.7
02-12-03,22.58,50.9
03-12-03,21.85,49.77
04-12-03,22.2,48.04
05-12-03,21.67,47.47
08-12-03,21.77,47.21
09-12-03,22.3,45.44
10-12-03,22.41,45.05
11-12-03,22.65,47.44
12-12-03,22.82,46.81
15-12-03,22.83,45.32
16-12-03,22.95,44.8
17-12-03,22.94,50.49
18-12-03,23.14,51.169
19-12-03,23.23,51.07
22-12-03,23.45,51.97
23-12-03,23.46,54.87
24-12-03,23.37,56.98
26-12-03,23.21,58.2
29-12-03,23.48,58.31
30-12-03,23.3,56.79
31-12-03,23.33,54.69
02-01-04,23.67,54.83
05-01-04,24.14,55.9
06-01-04,24.2,59.61
07-01-04,24.6,62.24
08-01-04,24.96,62.06
09-01-04,24.87,62
12-01-04,24.88,64.05
13-01-04,24.68,65.31
14-01-04,24.9,65.1
15-01-04,24.82,64.79
16-01-04,24.85,65.56
20-01-04,24.47,67.75
21-01-04,24.58,65.8
22-01-04,24.7,77.66
23-01-04,24.05,77.5
26-01-04,24.4,76.26
27-01-04,24.16,75.186
28-01-04,23.67,71.9
29-01-04,24.45,70.75
30-01-04,24,73.41
02-02-04,23.8,72.73
03-02-04,23.26,71.9
04-02-04,23.19,69.65
05-02-04,23.2,73.16
06-02-04,23.35,76.63
09-02-04,23.77,76.56
10-02-04,24.08,72.8
11-02-04,27.6,71.96
12-02-04,28,37.3
13-02-04,26.92,35.54
17-02-04,26.9,35.28
18-02-04,26.71,35.24
19-02-04,27,34.15
20-02-04,26.55,35.38
23-02-04,26.75,35.02
24-02-04,25.96,31.2
25-02-04,26.3,31.11
26-02-04,26.73,33.6
27-02-04,26.53,34.4
01-03-04,26.87,34.75
02-03-04,26.76,34.46
03-03-04,26.65,33.02
04-03-04,26.8,32.68
05-03-04,26.48,33.27
08-03-04,26.24,31.98
09-03-04,26.23,31.15
10-03-04,25.45,30.61
11-03-04,24.95,30.02
12-03-04,26.1,30.77
15-03-04,25.33,29.55
16-03-04,25.48,29.05
17-03-04,25.8,30.52
18-03-04,25.73,30.9
19-03-04,25.39,30.73
22-03-04,24.9,29.25
23-03-04,25.1,28.5
24-03-04,24.77,28.33
25-03-04,25.05,29.6
26-03-04,25.1,28.97
29-03-04,25.2,33.39
30-03-04,25.18,34.37
31-03-04,24.99,34.12
01-04-04,25.35,35.36
02-04-04,25.95,35.18
05-04-04,26.5,35.7
06-04-04,26.59,35.6
07-04-04,26.01,35.63
08-04-04,26.25,37.65
12-04-04,25.7,37.71
13-04-04,25,36.59
14-04-04,25,36.5
15-04-04,24.7,37.02
16-04-04,24.9,30.75
19-04-04,24.96,30.65
20-04-04,24.8,29.1
21-04-04,25,29.01
22-04-04,24.88,29.78
23-04-04,24.65,29.61
26-04-04,24.38,28.61
27-04-04,24.18,28.04
28-04-04,23.95,27.679
29-04-04,23.7,26.05
30-04-04,23.03,25.36
03-05-04,23.13,26.9
04-05-04,23.02,26.97
05-05-04,23,28.79
06-05-04,22.75,28.21
07-05-04,22.45,27.34
10-05-04,22.1,26.99
11-05-04,22.98,29.4
12-05-04,23,29.51
13-05-04,23.3,30.69
14-05-04,23.24,30.74
17-05-04,22.9,30.5
18-05-04,22.84,31
19-05-04,23,31.35
20-05-04,23.05,30.94
21-05-04,22.68,31.26
24-05-04,23.2,31.95
25-05-04,23.75,32.1
26-05-04,23.66,32.54
27-05-04,23.71,33.2
28-05-04,23.47,32.92
01-06-04,23.84,32.6
02-06-04,24.42,32.47
03-06-04,23.97,31.15
04-06-04,24.06,31.4
07-06-04,24.4,32.1
08-06-04,24.6,32.01
09-06-04,24.58,31.3
10-06-04,24.72,31.19
14-06-04,24.72,29.55
15-06-04,24.7,29.73
16-06-04,24.87,30.24
17-06-04,24.86,29.82
18-06-04,25.02,29.55
21-06-04,24.95,28.92
22-06-04,24.92,28.99
23-06-04,24.65,30.69
24-06-04,25.34,31.09
25-06-04,25.18,31.99
28-06-04,25.24,34
29-06-04,25.49,34.18
30-06-04,25.49,36
01-07-04,25.28,35.95
02-07-04,25.27,32.31
06-07-04,24.7,33.52
07-07-04,24.73,33.35
08-07-04,24.35,31.91
09-07-04,24.6,33.43
12-07-04,24.35,32.58
13-07-04,24.23,31.84
14-07-04,24.19,32.06
15-07-04,23.87,32
16-07-04,23.45,23.02
19-07-04,23.49,20.17
20-07-04,23.9,21.56
21-07-04,23.64,20
22-07-04,23.31,20.24
23-07-04,22.96,20.27
26-07-04,22.85,19.06
27-07-04,22.95,20.36
28-07-04,22.84,20.23
29-07-04,23,20.3
30-07-04,23.09,20.5
02-08-04,23.1,20.16
03-08-04,22.77,19.25
04-08-04,22.49,17.53
05-08-04,22.28,17.1
06-08-04,21.99,16.91
09-08-04,21.94,16.42
10-08-04,22.44,17.14
11-08-04,21.78,16.11
12-08-04,21.21,15.38
13-08-04,20.89,14.98
16-08-04,21.55,15.38
17-08-04,21.98,15.57
18-08-04,22.26,15.74
19-08-04,22.4,15.85
20-08-04,22.44,15.84
23-08-04,22.17,15.91
24-08-04,22.31,15.46
25-08-04,22.5,15.67
26-08-04,22.68,15.24
27-08-04,22.66,15.15
30-08-04,22.4,14.45
31-08-04,22.45,13.95
01-09-04,22.48,14.27
02-09-04,22.51,14.85
03-09-04,22.37,14.36
07-09-04,22.69,15.41
08-09-04,22.89,15.07
09-09-04,22.86,15.08
10-09-04,23.16,14.94
13-09-04,23.32,15.82
14-09-04,23.25,16.32
15-09-04,23.01,15.9
16-09-04,23.4,17.09
17-09-04,23.42,16.99
20-09-04,23.13,17.76
21-09-04,23.41,17.51
22-09-04,23.3,16.85
23-09-04,23.26,16.8
24-09-04,23.46,16.65
27-09-04,23.17,16.34
28-09-04,22.6,16.39
29-09-04,22.8,16.38
30-09-04,22.55,15.42
01-10-04,23.08,16.33
04-10-04,23.54,17.25
05-10-04,23.88,18.05
06-10-04,24.34,17.95
07-10-04,24.75,17.54
08-10-04,24.85,16.76
11-10-04,24.9,17.43
12-10-04,24.84,17.28
13-10-04,25.01,17.35
14-10-04,24.85,17.43
15-10-04,24.91,10.3
18-10-04,25.08,9.87
19-10-04,24.89,9.93
20-10-04,24.74,10.1
21-10-04,25.3,10.07
22-10-04,24.62,9.8
25-10-04,24.59,9.99
26-10-04,24.87,9.61
27-10-04,24.97,9.68
28-10-04,25.12,9.59
29-10-04,25.22,9.47
01-11-04,25.23,9.43
02-11-04,25.46,9.91
03-11-04,25.64,10.12
04-11-04,26.32,10.57
05-11-04,26.43,10.92
08-11-04,26.04,10.86
09-11-04,26.27,10.66
10-11-04,26.66,10.38
11-11-04,26.59,10.75
12-11-04,26.8,10.86
15-11-04,26.73,11.23
16-11-04,26.53,10.82
17-11-04,26.56,10.46
18-11-04,26.37,11.92
19-11-04,26.66,11.25
22-11-04,27.19,11.31
23-11-04,27.32,10.95
24-11-04,27.34,11.36
26-11-04,27.12,11.35
29-11-04,27.06,11.42
30-11-04,26.88,11.38
01-12-04,27.68,11.25
02-12-04,27.62,11.35
03-12-04,27.37,11.3
06-12-04,27.32,11.2
07-12-04,27.1,11.67
08-12-04,27.2,11.31
09-12-04,27.62,11.73
10-12-04,27.63,11.74
13-12-04,27.73,12.78
14-12-04,27.66,12.6
15-12-04,27.6,12.815
16-12-04,27.55,13.36
17-12-04,27.37,12.98
20-12-04,27.42,12.7
21-12-04,27.48,12.6
22-12-04,27.63,11.7
23-12-04,27.59,11.53
27-12-04,27.75,11.6
28-12-04,27.99,12.1
29-12-04,27.95,12.63
30-12-04,27.88,12.68
31-12-04,27.8,12.33
03-01-05,27.85,11.92
04-01-05,27.55,11.66
05-01-05,27.4,11.2
06-01-05,27.44,11.05
07-01-05,27.17,11.12
10-01-05,27.28,11.27
11-01-05,27.21,11.01
12-01-05,27.72,10.75
13-01-05,27.75,10.86
14-01-05,28.3,11.33
18-01-05,28.74,11.3
19-01-05,28.5,11.07
20-01-05,28.52,11.09
21-01-05,28.15,11.04
24-01-05,27.95,11.14
25-01-05,28.8,11.33
26-01-05,28.58,11.03
27-01-05,28.3,11.21
28-01-05,28.23,11.44
31-01-05,28.63,11.5
01-02-05,28.8,11.48
02-02-05,28.83,11.22
03-02-05,28.8,11.9
04-02-05,29.31,12.02
07-02-05,29.88,11.53
08-02-05,29.84,11.5
09-02-05,29.35,11.47
10-02-05,29.35,11.33
11-02-05,29.34,11.15
14-02-05,29.39,11.16
15-02-05,29.58,11.25
16-02-05,29.33,10.95
17-02-05,29.35,10.5
18-02-05,29.06,10.67
22-02-05,28.43,10.21
23-02-05,28.65,10.19
24-02-05,28.15,10.4
25-02-05,27.89,10.99
28-02-05,27.94,10.7
01-03-05,27.94,10.79
02-03-05,28.69,10.68
03-03-05,28.57,10.56
04-03-05,28.88,10.7
07-03-05,28.96,10.59
08-03-05,28.53,10.12
09-03-05,27.98,10.01
10-03-05,28,9.89
11-03-05,27.59,9.43
14-03-05,28.02,9.5
15-03-05,28.6,9.2
16-03-05,28.65,9.17
17-03-05,28.37,9.2
18-03-05,28.09,9.2
21-03-05,28.18,9.31
22-03-05,27.78,9.15
23-03-05,27.78,9.19
24-03-05,27.75,9.03
28-03-05,28.17,9.78
29-03-05,27.9,10.1
30-03-05,28.35,10.25
31-03-05,28.73,10.85
01-04-05,28.58,10.83
04-04-05,28.43,10.96
05-04-05,28.54,10.82
06-04-05,28.41,11.1
07-04-05,28.7,11.24
08-04-05,28.4,12.01
11-04-05,28.13,11.89
12-04-05,28.14,11.67
13-04-05,27.7,12.11
14-04-05,27.63,11.98
15-04-05,27.37,11.69
18-04-05,26.94,11.33
19-04-05,27.15,11.62
20-04-05,26.62,11.45
21-04-05,27.59,12.05
22-04-05,27.3,11.2
25-04-05,27.2,11.5
26-04-05,26.8,11.3
27-04-05,26.84,11.5
28-04-05,25.9,11.51
29-04-05,26.4,11.55
02-05-05,26.33,11.57
03-05-05,26.25,11.54
04-05-05,26.79,11.6
05-05-05,26.71,11.44
06-05-05,26.89,11.57
09-05-05,27.06,11.61
10-05-05,26.95,11.58
11-05-05,26.67,12.95
12-05-05,26.75,13.83
13-05-05,27,14.28
16-05-05,27.07,14.85
17-05-05,27.28,14.48
18-05-05,27.5,15.5
19-05-05,27.94,16.13
20-05-05,27.83,15.93
23-05-05,27.55,15.55
24-05-05,27.66,14.44
25-05-05,27.65,14.54
26-05-05,27.8,14.64
27-05-05,27.88,14.55
31-05-05,27.44,14.29
01-06-05,27.44,14.5
02-06-05,27.44,14.88
03-06-05,27.32,14.67
06-06-05,27.08,15.22
07-06-05,27.29,15
08-06-05,27.41,14.86
09-06-05,27.55,15.65
10-06-05,27.52,16.91
13-06-05,27.76,16.66
14-06-05,27.64,17
15-06-05,27.04,17.15
16-06-05,26.78,17.63
17-06-05,26.7,17.22
20-06-05,26.59,17.19
21-06-05,26.73,16.66
22-06-05,26.69,16.52
23-06-05,26.27,16.05
24-06-05,26.04,15.77
27-06-05,25.63,15.99
28-06-05,25.86,16.08
29-06-05,25.43,16.34
30-06-05,25.18,16.41
01-07-05,25.09,16.55
05-07-05,25.04,16.44
06-07-05,24.79,16.73
07-07-05,24.45,16.93
08-07-05,25,16.71
11-07-05,25.18,17.21
12-07-05,25.41,16.85
13-07-05,25.71,16.53
14-07-05,26.33,16.5
15-07-05,26.38,16.4
18-07-05,26.05,16.28
19-07-05,25.76,16.39
20-07-05,25.83,16.89
21-07-05,25.56,16.65
22-07-05,25.83,16.4
25-07-05,25.64,16.96
26-07-05,25.88,19.01
27-07-05,25.83,19.52
28-07-05,25.95,18.91
29-07-05,25.64,18.56
01-08-05,25.61,19.34
02-08-05,25.56,19.57
03-08-05,25.77,20.89
04-08-05,25.62,20.64
05-08-05,25.48,20.97
08-08-05,25.41,21.76
09-08-05,26.14,21.34
10-08-05,25.47,20.87
11-08-05,25.88,21
12-08-05,25.76,22.1
15-08-05,26.17,21.97
16-08-05,26.26,22.24
17-08-05,26.29,21.89
18-08-05,26.08,21.41
19-08-05,25.97,21.38
22-08-05,25.73,21.45
23-08-05,25.8,21.1
24-08-05,25.4,21.04
25-08-05,25.2,21.06
26-08-05,25.33,21.19
29-08-05,25.35,21.94
30-08-05,25.29,21.4
31-08-05,25.19,21.56
01-09-05,24.69,21.45
02-09-05,24.76,21.54
06-09-05,25.17,22.76
07-09-05,25.22,22.59
08-09-05,24.95,24.09
09-09-05,25.04,24.97
12-09-05,25.12,25.21
13-09-05,24.81,24.37
14-09-05,24.11,23.67
15-09-05,24,23.42
16-09-05,24.11,24.2
19-09-05,23.9,23.27
20-09-05,23.75,23.18
21-09-05,23.33,22.67
22-09-05,23.23,23.62
23-09-05,23.22,24.17
26-09-05,23.26,23.97
27-09-05,23.36,24.3
28-09-05,23.37,24.24
29-09-05,23.96,24.4
30-09-05,24.13,25.99
03-10-05,24.01,26.64
04-10-05,24.56,26.99
05-10-05,24.23,25.99
06-10-05,24.09,25.68
07-10-05,24.1,27.25
10-10-05,23.88,28.69
11-10-05,23.77,28.21
12-10-05,23.34,27.51
13-10-05,23.43,27.9
14-10-05,23.39,28.76
17-10-05,23.49,29.1
18-10-05,23.39,27.45
19-10-05,23.44,28.35
20-10-05,22.96,25.63
21-10-05,22.98,26.15
24-10-05,23.3,26.97
25-10-05,23.52,27.41
26-10-05,23.58,24.98
27-10-05,23.42,25.9
28-10-05,23.82,26.28
31-10-05,24.37,26.41
01-11-05,24.66,25.68
02-11-05,24.82,27.12
03-11-05,24.9,27.08
04-11-05,24.81,27.59
07-11-05,25.16,27.81
08-11-05,25.16,28.56
09-11-05,25.42,28.15
10-11-05,25.71,29.55
11-11-05,25.86,30.07
14-11-05,26.01,29.02
15-11-05,26.06,27.95
16-11-05,25.85,27.74
17-11-05,25.99,28.75
18-11-05,25.2,28.42
21-11-05,25.05,28.71
22-11-05,24.94,29.2
23-11-05,24.96,29.02
25-11-05,25.05,29.25
28-11-05,25.02,27.58
29-11-05,25.08,27
30-11-05,24.93,27.54
01-12-05,24.96,27.11
02-12-05,24.88,27.69
05-12-05,25.01,27.7
06-12-05,25.52,27.75
07-12-05,25.67,27.38
08-12-05,25.05,27.5
09-12-05,25.19,25.74
12-12-05,25.15,25.1
13-12-05,25.13,24.05
14-12-05,25,24.43
15-12-05,24.74,25.94
16-12-05,24.7,26.3
19-12-05,24.54,25.62
20-12-05,24.27,25.11
21-12-05,24.1,27.39
22-12-05,24.19,27.6
23-12-05,24.27,27.73
27-12-05,24.14,26.98
28-12-05,24.13,27.2
29-12-05,24.17,27.25
30-12-05,23.97,27.06
03-01-06,24.4,26.05
04-01-06,23.99,25
05-01-06,24.41,24.93
06-01-06,24.74,25.03
09-01-06,25,25
10-01-06,25.32,25.43
11-01-06,25.56,24.85
12-01-06,25.64,25.72
13-01-06,25.7,25.56
17-01-06,25.38,25.76
18-01-06,25.22,24.85
19-01-06,26.24,25.42
20-01-06,25.72,23.47
23-01-06,25.52,23.28
24-01-06,25.99,24.74
25-01-06,25.44,28.59
26-01-06,25.08,29
27-01-06,25.08,27.82
30-01-06,25.46,27.6
31-01-06,25.31,27.55
01-02-06,25.27,27.11
02-02-06,25.1,26.1
03-02-06,25.01,26.11
06-02-06,24.96,26.28
07-02-06,26.7,25.92
08-02-06,26.9,25.14
09-02-06,26.72,24.58
10-02-06,26.68,25.43
13-02-06,26.41,25.23
14-02-06,26.75,24.59
15-02-06,26.88,24.95
16-02-06,27.05,25.15
17-02-06,26.91,24.98
21-02-06,27.16,25.74
22-02-06,27.46,26.37
23-02-06,27.71,25.71
24-02-06,27.98,25.98
27-02-06,28.38,26.53
28-02-06,27.99,26.81
01-03-06,28.09,26.85
02-03-06,28.03,26.81
03-03-06,28.22,26.76
06-03-06,27.88,25.62
07-03-06,28.01,25.46
08-03-06,28.05,25.13
09-03-06,28.09,25.25
10-03-06,28.16,25.55
13-03-06,28.56,25.1
14-03-06,28.66,25.42
15-03-06,28.75,25.11
16-03-06,28.68,25.47
17-03-06,28.64,26.17
20-03-06,28.64,27.08
21-03-06,28.1,27.17
22-03-06,27.79,28.05
23-03-06,27.52,28.29
24-03-06,27.45,28.67
27-03-06,27.34,28.89
28-03-06,27.09,28.03
29-03-06,27.86,29.21
30-03-06,27.87,28.64
31-03-06,27.89,28.99
03-04-06,27.94,28.13
04-04-06,27.91,27.41
05-04-06,27.79,28.66
06-04-06,27.68,28.25
07-04-06,27.53,27.94
10-04-06,27.79,28.25
11-04-06,27.77,28.52
12-04-06,27.92,28.72
13-04-06,27.88,29.19
17-04-06,27.65,29.2
18-04-06,28.09,29.8
19-04-06,27.48,31.08
20-04-06,27.34,31.11
21-04-06,27.02,30.8
24-04-06,27.27,31.24
25-04-06,27,31.68
26-04-06,27.2,31.48
27-04-06,27.76,31.29
28-04-06,27.96,29.64
01-05-06,27.67,29.6
02-05-06,27.89,30.2
03-05-06,28.11,29.71
04-05-06,28.4,29.99
05-05-06,29.09,30.3
08-05-06,28.77,30
09-05-06,29.58,30.72
10-05-06,30.11,30.91
11-05-06,29.8,29.76
12-05-06,29.9,29.59
15-05-06,29.99,28.45
16-05-06,30.35,28.66
17-05-06,29.76,28.09
18-05-06,29.6,27.71
19-05-06,30.15,27.87
22-05-06,30,28
23-05-06,30.23,27.93
24-05-06,30.14,27.94
25-05-06,30.15,28.75
26-05-06,30.51,28.83
30-05-06,30.2,27.5
31-05-06,30.5,27.69
01-06-06,30.62,28.51
02-06-06,30.62,27.95
05-06-06,30.74,27.28
06-06-06,30.53,26.89
07-06-06,30.65,26.4
08-06-06,29.87,27.78
09-06-06,29.4,27.49
12-06-06,28.9,27.08
13-06-06,28.28,27.54
14-06-06,28.69,27.99
15-06-06,29.19,27.7
16-06-06,29.45,27.12
19-06-06,29.07,28.015
20-06-06,29.23,27.08
21-06-06,29.13,27.17
22-06-06,29.28,27.67
23-06-06,29.12,27.34
26-06-06,29.67,27.7
27-06-06,29.41,26.91
28-06-06,29.38,26.56
29-06-06,29.88,27.16
30-06-06,30,27.21
03-07-06,30.02,27.24
05-07-06,30.07,26.64
06-07-06,30.04,26.62
07-07-06,29.83,26.65
10-07-06,29.92,26.45
11-07-06,30.25,25.33
12-07-06,29.91,24.59
13-07-06,28.7,24.9
14-07-06,28.49,24.19
17-07-06,28.6,23.81
18-07-06,29.1,23.4
19-07-06,29.26,23.69
20-07-06,29.12,23.35
21-07-06,28.47,23.05
24-07-06,29.37,23.76
25-07-06,29.48,18.78
26-07-06,29.34,19.03
27-07-06,29.21,20.22
28-07-06,29.7,20.85
31-07-06,29.69,20.69
01-08-06,29.35,20.5
02-08-06,29.8,20.84
03-08-06,30.04,20.39
04-08-06,29.9,20.96
07-08-06,29.39,20.68
08-08-06,28.98,20.3
09-08-06,28.83,20.16
10-08-06,29.58,20.15
11-08-06,29.43,19.88
14-08-06,29.52,19.91
15-08-06,29.64,19.95
16-08-06,29.71,19.77
17-08-06,29.9,20.03
18-08-06,29.91,19.85
21-08-06,29.97,19.52
22-08-06,29.64,18.74
23-08-06,29.19,18.68
24-08-06,28.95,18.57
25-08-06,28.95,18.72
28-08-06,29.37,19.25
29-08-06,29.11,19.36
30-08-06,29.57,20.09
31-08-06,29.65,20.02
01-09-06,29.89,20.02
05-09-06,29.85,20.23
06-09-06,29.61,21.02
07-09-06,29.49,20.32
08-09-06,29.58,20.24
11-09-06,29.77,20.62
12-09-06,30.21,21.75
13-09-06,30.45,22.26
14-09-06,30.39,22.48
15-09-06,30.31,22.72
18-09-06,30.06,22.33
19-09-06,30.47,21.95
20-09-06,31.03,22.47
21-09-06,30.71,22.93
22-09-06,30.08,23.01
25-09-06,30.16,23.1
26-09-06,31.07,22.98
27-09-06,31.04,23.19
